Nama Hotel,Tipe Properti,Bintang Hotel,Rating,Lokasi,Harga Diskon,Harga Asli,Fasilitas,URL Gambar
Homey and Brand New 1BR at Boutique Kemayoran Apartment By Travelio,Apartemen,2,N/A,"Kemayoran, Jakarta",Rp 427.229,Rp 569.638,Area main anak; Dapur kecil; Pusat kebugaran,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/680024818-6eaec77fbdf8af2b1ddc626b338c98ff.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Modern Look 2BR Apartment at Lucky Tower Residence By Travelio,Apartemen,0,N/A,"Pinangsia, Jakarta",Rp 1.031.853,Rp 1.375.803,Dapur kecil,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/680027498-56119e81ab211d48328993b437fa80a0.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Modern Look Studio Apartment at Amethyst By Travelio,Apartemen,0,N/A,"Gunung Sahari, Jakarta",Rp 506.573,Rp 675.430,,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/680030404-3bd3e6350ba7f65017db566d3b8d9fa1.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Comfy and Strategic Studio Apartment at Signature Park Grande By Travelio,Apartemen,3,N/A,"Cawang, Jakarta",Rp 631.332,Rp 841.775,Area main anak; Dapur kecil; Pusat kebugaran,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/680032402-480dbd83b1dceac6118a510f417bf5a9.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Best Choice And Comfort Studio Room At Bassura City Apartment,Apartemen,3,N/A,"Cipinang, Jakarta",Rp 468.598,Rp 624.797,,N/A
Modern Look And Comfy 2Br Menteng Park Apartment,Apartemen,2,N/A,"Cikini, Jakarta",Rp 1.186.799,Rp 1.582.398,,N/A
Good Place 2BR Apartment Green Park View By Travelio,Apartemen,0,N/A,"Daan Mogot, Jakarta",Rp 441.253,Rp 588.337,Dapur kecil,N/A
Backpacker Homestay Cibubur by PEKOTEL,B&B,3,N/A,"Cibubur, Jakarta",Rp 322.314,Rp 429.751,,N/A
Comfy and Stunning Studio at Green Bay Pluit Apartment By Travelio,Apartemen,3,N/A,"Pluit, Jakarta",Rp 420.012,Rp 560.015,Area main anak; Dapur kecil; Pusat kebugaran,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/680040560-5aac9c9102ea940caa62294d8f8093c9.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Spacious and Brand New 2BR at Ciputra International Apartment By Travelio,Apartemen,3,N/A,"Rawa Buaya, Jakarta",Rp 1.401.906,Rp 1.869.207,Area main anak; Dapur kecil; Pusat kebugaran,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/680039418-2d057f6504f9e2c9eff050b7021cdc81.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Comfy and Nice Studio Apartment at Signature Park Grande By Travelio,Apartemen,0,N/A,"Cawang, Jakarta",Rp 624.543,Rp 832.723,Dapur kecil; Pusat kebugaran,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/67823465-f175058e345a1336031181029f933b46.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Cozy Living and Homey Studio at Pakubuwono Terrace Apartment By Travelio,Apartemen,0,8.5 (1 ulasan),"Cipulir, Jakarta",Rp 624.949,Rp 833.265,Dapur kecil,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/67818859-97854cc1875b4f8cb1321c1407febb26.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Spacious and Comfy 2BR Nifarro Park Apartment,Apartemen,4,6.0 (1 ulasan),"Pejaten Timur, Jakarta",Rp 819.210,Rp 1.092.279,,N/A
Luxurious and Comfy 2BR at West Vista Apartment By Travelio,Apartemen,0,N/A,"Duri Kosambi, Jakarta",Rp 882.506,Rp 1.176.674,Great value in its class; Dapur kecil; Pusat kebugaran,N/A
Minimalist Design 2BR Apartment at Bassura City near Shopping Mall By Travelio,Apartemen,0,7.0 (2 ulasan),"Cipinang, Jakarta",Rp 557.407,Rp 743.209,Dapur kecil; Pusat kebugaran,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/67801693-e307e8cccff053fc0b7b50fd57381309.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Gorgeous Style 2BR Green Pramuka Apartment By Travelio,Apartemen,0,N/A,"Rawasari, Jakarta",Rp 547.256,Rp 729.674,Dapur kecil,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/67807041-a8e49e263548beddc1bbcce7aef76d63.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Luxurious 1Br At West Vista Apartment,Apartemen,3,9.7 (1 ulasan),"Duri Kosambi, Jakarta",Rp 632.138,Rp 842.850,Lapangan tenis,"https://ik.imagekit.io/tvlk/apr-asset/TzEv3ZUmG4-4Dz22hvmO9NUDzw1DGCIdWl4oPtKumOg=/lodging/76000000/75020000/75012700/75012678/9cdeab57_z.jpg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Rusun Petamburan B2L3,Apartemen,0,N/A,"Petamburan, Jakarta",Rp 819.001,Rp 1.092.001,,N/A
Comfortable and Cozy 1BR at Gold Coast Apartment By Travelio,Apartemen,0,N/A,"Kamal Muara, Jakarta",Rp 1.629.242,Rp 2.172.322,Area main anak; Dapur kecil; Pusat kebugaran,N/A
Studio Elegant at Menteng Park Apartment By Travelio,Apartemen,0,N/A,"Cikini, Jakarta",Rp 726.370,Rp 968.493,Dapur kecil; Pusat kebugaran,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/67789391-b426b4f1af75a8fa6a6c0d616dd1b216.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
The Ritz-Carlton Hotel Jakarta Pacific Place,Hotel,5,N/A,"Senayan, Jakarta",Rp 5.780.529,Rp 7.707.371,Penitipan anak; Antar-jemput bandara; Jacuzzi; Sauna; Area piknik; Bar,"https://ik.imagekit.io/tvlk/apr-asset/oJLNzNs71wS3RVcWVniLgofXtaluprJ7ristt-jspoM=/images//1mc1f12000at1hdyaEB5E_R_1080_808_R5_Mtrip.jpg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Indah Residence Syariah,Lainnya,2,N/A,"Sukapura, Jakarta",Rp 216.347,Rp 288.462,,N/A
Comfort And Good Choice 2Br Signature Park Grande Apartment,Apartemen,3,N/A,"Tebet, Jakarta",Rp 1.059.358,Rp 1.412.477,,"https://ik.imagekit.io/tvlk/apr-asset/TzEv3ZUmG4-4Dz22hvmO9NUDzw1DGCIdWl4oPtKumOg=/lodging/103000000/102140000/102139300/102139296/fa107bbc_z.jpg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Comfortable Studio (No Kitchen) Grand Palace Kemayoran Apartment,Apartemen,3,N/A,"Kemayoran, Jakarta",Rp 361.820,Rp 482.426,,N/A
Strategic And Comfy 2Br At Green Pramuka City Apartment,Apartemen,3,N/A,"Rawasari, Jakarta",Rp 537.497,Rp 716.662,,N/A
Stunning And Spacious 2Br Green Bay Condominium Apartment,Apartemen,2,N/A,"Pluit, Jakarta",Rp 1.337.365,Rp 1.783.153,,"https://ik.imagekit.io/tvlk/apr-asset/TzEv3ZUmG4-4Dz22hvmO9NUDzw1DGCIdWl4oPtKumOg=/lodging/103000000/102140000/102139500/102139472/30cafe09_z.jpg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Cozy And Simply Look 2Br 19 Avenue Apartment,Apartemen,3,N/A,"Daan Mogot, Jakarta",Rp 379.396,Rp 505.861,,"https://ik.imagekit.io/tvlk/apr-asset/TzEv3ZUmG4-4Dz22hvmO9NUDzw1DGCIdWl4oPtKumOg=/lodging/104000000/103850000/103845100/103845067/1eb199b3_z.jpg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Genius Jakarta - Gading Greenhill Apt,Apartemen,0,N/A,"Pegangsaan Dua, Jakarta",Rp 934.049,Rp 1.245.398,,"https://ik.imagekit.io/tvlk/apr-asset/oJLNzNs71wS3RVcWVniLgofXtaluprJ7ristt-jspoM=/images//1mc6a12000he3fich791F_R_1080_808_R5_Mtrip.jpg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Rumah Betawi Kalipasir,Hotel,3,N/A,"Cikini, Jakarta",Rp 224.559,Rp 299.411,,"https://ik.imagekit.io/tvlk/apr-asset/oJLNzNs71wS3RVcWVniLgofXtaluprJ7ristt-jspoM=/images//1z65n12000k1wgj4zD33D_R_1080_808_R5_Mtrip.jpg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
